"thth","T200","T300","T400","T500","T600","T700","T800","T900"
22.57464,-69.68313,-10.35644,47.1237,107.88323,166.81844,231.83339,307.96451,395.78635
22.59509,-70.92388,-10.2864,46.93646,107.26229,166.73995,232.18479,307.81475,395.82094
22.61554,-69.63367,-9.95257,47.5937,107.93776,166.81807,232.14823,307.76153,396.005
22.63598,-69.17424,-10.24517,47.3413,108.6087,166.52469,231.98198,307.73106,395.87281
22.65643,-69.49699,-9.79521,47.37729,108.30516,166.7275,231.92193,307.8151,395.68708
22.67687,-71.23209,-9.14607,46.32479,108.21036,166.84021,232.00958,307.99001,395.9088
22.69732,-71.03843,-11.07687,46.86464,107.14552,166.82646,232.08406,307.76271,395.90516
22.71777,-70.01763,-10.47084,46.65516,108.11266,166.8438,232.26385,308.08534,395.83557
22.73821,-68.4363,-10.57319,46.95953,108.09177,166.7275,232.2437,307.79389,395.79
22.75866,-70.06298,-9.81846,47.7987,108.70292,166.58604,232.15193,307.71515,395.77964
22.77911,-70.35704,-10.69564,47.41443,108.42063,166.58401,232.04964,308.0132,395.84776
22.79955,-70.71947,-10.51378,47.14427,107.48943,166.76573,232.01292,307.99974,395.8299
22.82,-70.7826,-10.55286,46.63646,107.47464,167.05068,232.0588,307.847,395.74042
22.84045,-70.04074,-9.77341,47.90047,107.48266,166.7675,232.11865,307.80995,395.68708
22.86089,-70.21006,-10.81434,47.06948,107.29583,166.66802,232.08828,307.91478,395.72839
22.88134,-68.83661,-11.06452,46.39714,108.17323,166.62083,232.22901,307.85382,395.7276
22.90179,-70.73782,-10.85957,47.05333,108.99312,166.65646,231.96411,307.93573,395.79771
22.92223,-70.04036,-8.92053,47.68932,109.42854,166.92302,232.00958,307.83791,395.78917
22.94268,-71.04139,-11.2254,47.49937,108.16495,166.89479,232.02109,307.91638,395.77297
22.96312,-68.58367,-10.13823,46.98906,108.1225,166.89229,232.28182,307.70075,395.68708
22.98357,-70.16328,-10.2118,47.85438,107.08552,166.63187,232.16641,307.83113,395.91474
23.00402,-70.04247,-9.46518,46.86021,108.94807,166.86219,232.02844,308.02892,395.92083
23.02446,-70.83305,-9.0416,46.8837,108.47573,166.67161,232.11151,307.86368,395.8913
23.04491,-69.64648,-10.08033,46.32328,109.57214,166.79755,231.90594,307.67249,395.68708
23.06536,-70.42498,-11.19364,47.0374,107.91755,166.84719,231.88224,307.84732,395.81646
23.0858,-70.27573,-10.28139,47.65453,108.70573,166.62536,232.15312,307.85399,395.86995
23.10625,-70.331,-9.21179,47.32724,106.94188,166.87833,232.17068,307.98382,395.92286
23.1267,-69.30197,-9.98117,47.32094,107.5424,166.86573,232.14094,307.69293,395.68708
23.14714,-69.81551,-10.51378,47.24339,108.08214,166.78026,231.95406,307.93915,395.92651
23.16759,-70.28017,-11.18431,47.55135,108.58552,166.64156,232.0376,307.90057,395.68708
23.18803,-70.73635,-9.91948,47.48047,108.44385,166.67708,231.95818,307.96838,395.7776
23.20848,-70.09555,-10.86235,47.26396,108.16719,166.96714,232.03026,307.83837,395.89823
23.22893,-70.50442,-9.38751,46.12677,108.02948,166.67115,232.05906,307.84877,395.92609
23.24937,-68.60534,-10.09505,47.42302,108.20422,166.99464,231.94583,307.98218,395.79755
23.26982,-70.0358,-9.73293,46.60917,108.12766,166.6749,231.90542,307.77008,395.68708
23.29027,-70.4404,-9.85966,46.97297,107.93672,166.78776,232.01089,307.89577,395.74917
23.31071,-70.78285,-10.12886,46.72005,107.10938,166.81646,231.9888,307.98639,395.90271
23.33116,-69.75484,-9.58997,47.16953,107.81938,166.82484,232.00958,308.11313,395.77698
23.35161,-69.5031,-10.18417,47.68927,108.1999,166.60812,232.00958,307.98539,395.68708
23.37205,-69.81967,-10.09007,47.70328,108.23438,166.55672,231.94099,307.76564,395.71193
23.3925,-70.34039,-10.63357,46.19354,107.61583,166.88656,231.95115,307.52826,395.70906
23.41295,-70.14586,-10.85849,47.31385,107.69328,166.96604,231.97516,307.83293,395.92266
23.43339,-70.06884,-10.86004,47.45276,108.33109,166.93245,232.08411,308.08959,395.68708
23.45384,-69.89322,-10.11551,47.59453,107.77687,166.76156,232.21755,308.06641,395.71333
23.47428,-70.29366,-8.44558,47.51302,107.74734,166.53484,232.01245,307.80314,395.75526
23.49473,-70.49337,-10.12079,47.19776,107.69609,166.7788,231.97927,307.81872,395.77578
23.51518,-70.38223,-9.9166,46.27214,107.92339,166.95651,232.1063,307.53342,395.84047
23.53562,-70.53512,-10.84756,46.8837,107.4662,166.82573,232.03036,308.05317,395.85042
23.55607,-69.10806,-9.4658,46.76906,108.78646,166.75797,231.77234,307.7986,395.86099
23.57652,-69.95101,-10.88896,47.6463,108.01672,166.71938,232.00958,307.94883,395.68708
23.59696,-69.18652,-9.15256,47.84656,108.22625,166.93687,232.0251,307.91838,395.89172
23.61741,-69.96558,-10.67183,47.38505,107.53021,166.83995,231.98625,307.95907,395.82786
23.63786,-70.5689,-9.75184,46.98974,107.32474,166.8774,232.05734,307.73306,395.78125
23.6583,-71.47266,-9.76987,46.84641,107.41745,166.52078,231.79859,307.92655,395.78208
23.67875,-69.24648,-11.03603,46.99167,107.78182,166.99401,232.09536,307.75943,395.74505
23.6992,-69.20392,-10.83893,48.17734,107.41797,166.80167,231.9163,307.90695,395.79771
23.71964,-69.81087,-9.76991,46.98792,107.82432,167.34208,231.91073,307.8137,395.88297
23.74009,-69.12528,-9.54952,47.32422,107.12771,166.73297,232.00958,307.87057,395.74385
23.76053,-68.7452,-9.49964,47.72573,108.20281,166.93359,232.05313,307.85585,395.68708
23.78098,-69.98373,-9.70906,46.74411,108.10182,166.56182,232.07807,307.85342,395.68708
23.80143,-70.72128,-9.74932,47.21505,107.54625,166.85109,231.8001,307.89614,395.95208
23.82187,-69.77325,-9.86381,47.24307,107.84391,166.98432,231.73531,307.98104,395.81422
23.84232,-69.80678,-10.19879,48.3938,106.77693,166.96911,231.88292,307.7042,395.69177
23.86277,-68.92634,-11.18339,46.57776,108.48755,166.7637,232.11167,307.8269,395.71536
23.88321,-70.50938,-10.51378,47.30432,107.29943,166.77219,232.00151,307.92476,395.90005
23.90366,-70.06368,-9.94873,46.26047,107.92995,166.7275,232.00958,308.11946,395.92589
23.92411,-70.95583,-9.68251,46.8837,107.78943,166.60422,231.83094,307.84571,395.84859
23.94455,-68.99857,-9.01445,47.20589,107.11078,166.75578,232.03255,307.90258,395.76115
23.965,-70.1915,-10.30379,48.32786,107.18786,166.83083,231.85036,307.74985,395.68708
23.98544,-69.04023,-10.00883,47.44604,108.03802,166.92526,232.12646,307.94752,395.91474
24.00589,-70.57553,-10.09776,46.66693,108.71214,167.05339,232.09302,307.82739,395.7851
24.02634,-70.0262,-9.45124,46.24594,107.35932,166.93089,232.00766,307.78261,395.68687
24.04678,-70.21364,-9.57623,48.03922,107.11161,166.73182,232.00958,307.94412,395.79385
24.06723,-69.94431,-9.43621,47.69568,107.61198,166.70406,231.79365,308.00694,395.80505
24.08768,-70.55545,-9.58283,47.59661,107.89594,166.82776,231.88182,308.04409,395.74099
24.10812,-70.14968,-9.01796,46.69708,108.13906,166.93094,232.02099,307.75275,395.88927
24.12857,-69.96049,-10.68921,47.7299,107.21552,166.72161,232.14771,307.80544,395.79589
24.14902,-68.9188,-10.39751,47.19245,108.67672,166.76615,232.09042,307.73794,395.68708
24.16946,-69.12786,-10.51378,46.58062,106.9526,166.54375,232.0788,307.84892,395.68708
24.18991,-69.41223,-10.68743,46.51719,107.60109,166.70797,231.93891,307.92434,395.81198
24.21036,-71.06538,-9.81822,47.51229,106.64344,166.68302,231.84995,307.79271,395.92995
24.2308,-70.5689,-8.25714,46.99344,107.93276,166.93802,232.00958,307.95162,395.91573
24.25125,-70.1883,-9.60457,47.18464,107.40693,166.63479,231.87589,307.79813,395.9562
24.27169,-69.13821,-10.35831,47.70323,108.36,166.7924,232.07359,307.96283,395.9151
24.29214,-69.77003,-10.88588,46.45495,107.58479,166.4799,231.88396,307.81575,395.93036
24.31259,-69.30952,-10.27839,47.08349,108.37995,166.70849,232.00958,307.75211,395.87177
24.33303,-70.07616,-11.22601,46.70495,107.73724,166.70349,231.85771,307.85654,395.68708
24.35348,-68.45764,-10.40056,47.68917,107.87005,166.87552,231.98245,308.03302,396.01313
24.37393,-70.12497,-9.98725,46.75948,107.69802,166.65323,232.20552,307.93268,395.77542
24.39437,-70.13713,-8.92648,46.92703,108.87432,166.75589,231.70568,307.91634,395.94016
24.41482,-70.01576,-11.39507,47.68318,107.86245,166.92464,232.1726,307.65362,395.69359
24.43527,-70.56085,-9.67052,46.71177,109.43151,166.86099,231.77323,307.94264,395.95599
24.45571,-70.00881,-11.5062,46.93859,107.39219,166.63427,232.27578,307.98872,395.85224
24.47616,-69.48386,-10.34494,46.83698,108.98073,166.81083,231.92484,308.19526,395.88646
24.49661,-71.04254,-10.24666,46.82427,107.48135,166.635,232.13437,307.69259,395.68708
24.51705,-70.32939,-9.07594,47.56464,108.59536,166.71531,231.84474,307.74217,395.84104
24.5375,-69.24852,-9.99092,47.47188,108.63203,166.71484,231.92781,307.55124,395.68708
24.55794,-69.57942,-9.69299,47.81297,108.50214,166.89411,232.18521,308.08318,395.84391
24.57839,-70.34836,-10.69196,47.69906,106.71823,166.86458,232.05005,307.77223,395.68708
24.59884,-71.04778,-10.21288,47.43125,108.55964,166.90526,231.93437,308.02329,395.83865
24.61928,-69.95026,-10.66654,47.11995,108.99875,166.64417,232.00958,307.72892,395.83719
24.63973,-70.53747,-10.00332,48.23307,108.90875,166.67062,231.98109,308.05226,395.87547
24.66018,-69.50315,-10.76122,47.14693,107.325,166.86677,232.15302,307.78956,395.77318
24.68062,-71.44982,-9.59617,47.62203,107.85297,166.9376,232.03396,308.06803,395.80771
24.70107,-71.06044,-10.19143,46.85406,108.15292,166.79547,232.00958,307.76599,395.68708
24.72152,-69.68094,-10.88839,46.90958,108.99557,166.47083,231.95417,307.94875,395.88297
24.74196,-69.93386,-10.39804,47.4363,107.81875,166.7463,232.08922,307.94069,395.72292
24.76241,-68.85528,-10.57196,47.76646,107.40208,166.69599,232.00958,307.87601,396.03349
24.78285,-69.52711,-10.70715,47.79109,107.13604,166.9412,231.87021,308.04131,395.68708
24.8033,-71.53334,-9.84719,46.98193,108.6125,166.83755,231.86885,307.76651,395.91062
24.82375,-70.04781,-10.10838,46.86333,108.78443,166.61635,232.19021,307.71974,395.68708
24.84419,-70.44346,-9.79935,46.53885,108.76854,166.75703,232.00214,307.79229,395.91859
24.86464,-69.388,-10.68739,46.93708,108.47073,166.52734,232.09865,307.82746,395.68708
24.88509,-69.3418,-10.05416,47.30109,107.06073,166.85562,231.8201,308.00112,395.86526
24.90553,-69.849,-10.33728,47.51911,107.48266,166.67953,232.05937,307.89975,395.68708
24.92598,-71.48754,-10.49449,47.39526,107.52687,166.90026,231.96411,307.97512,395.71901
24.94643,-70.32695,-10.25325,47.0201,109.20182,166.71083,231.9926,307.75116,395.72208
24.96687,-70.87867,-10.70527,46.71708,108.63766,166.75781,232.02245,307.85216,395.74245
24.98732,-69.53613,-10.42393,47.46479,108.43745,166.71625,231.9263,307.96503,395.75687
25.00777,-70.15224,-10.00177,47.45833,108.46427,166.6212,232.00958,308.09453,395.72594
25.02821,-68.80456,-10.80256,48.30865,107.96177,166.98771,232.05474,307.84519,395.74917
25.04866,-69.49408,-9.42155,47.49479,107.44438,166.81854,231.97349,307.96113,395.68708
25.0691,-70.74511,-10.08168,47.26687,108.20083,166.71443,232.05214,307.88665,395.72333
25.08955,-70.27263,-10.36195,46.00422,107.35083,166.51625,232.00521,307.71217,395.68708
25.11,-70.46161,-10.85539,47.74422,107.74807,166.76875,231.97823,307.76571,395.91573
25.13044,-70.23191,-10.51378,46.89885,108.41172,166.69578,232.12677,307.73364,395.7538
25.15089,-68.72609,-10.40218,47.54417,107.90234,167.08281,231.91891,307.85867,395.86792
25.17134,-69.99598,-9.12663,46.21698,107.26448,166.7274,232.00958,308.08018,395.77354
25.19178,-69.2821,-9.38683,47.55271,107.71865,166.77443,231.95833,307.85845,395.71922
25.21223,-70.54502,-9.79278,48.49193,106.88995,166.63198,231.96818,307.77119,395.74203
25.23268,-71.10467,-11.60729,48.12344,108.34672,166.71724,232.0426,307.77412,395.79734
25.25312,-70.99247,-10.15596,47.57568,107.19323,166.67813,232.11615,307.87606,395.68708
25.27357,-69.39499,-9.20979,47.44917,108.5701,166.8051,232.23615,307.79532,395.86995
25.29402,-69.84836,-8.90788,47.36854,108.32833,166.67552,231.93516,307.98547,395.87547
25.31446,-69.58416,-9.35202,46.82813,107.4313,166.81073,232.19599,307.90282,395.90557
25.33491,-69.46147,-9.18184,46.4474,107.25036,166.66328,231.93734,307.84053,395.87729
25.35535,-69.78502,-10.10153,47.53844,108.48594,166.77193,232.00958,307.81639,396.03656
25.3758,-70.11953,-10.59746,47.8975,107.44953,166.70094,232.00958,307.74481,395.68708
25.39625,-70.23526,-11.08989,47.97984,107.5775,166.89198,231.90844,308.09985,395.72333
25.41669,-70.2048,-10.51378,46.5125,107.36693,166.80578,232.01854,307.73371,395.73635
25.43714,-70.89528,-11.08341,47.6088,107.47839,166.65854,231.8988,308.0012,395.75589
25.45759,-70.33924,-10.07709,46.98828,108.01333,166.7275,232.01823,307.67611,395.86099
25.47803,-70.26421,-9.48996,46.84646,108.80578,166.65177,232.11245,307.99454,396.00479
25.49848,-70.71833,-9.78097,46.475,107.62448,166.8588,232.17406,307.66383,395.83375
25.51893,-70.12289,-9.02448,47.58,107.49599,166.82891,231.9825,307.82177,395.86792
25.53937,-69.38339,-10.92593,47.74573,106.90172,167.01677,231.9413,307.9002,395.68708
25.55982,-70.661,-9.35451,47.92948,106.99599,166.8388,232.11026,307.98297,395.74693
25.58026,-69.40139,-10.17464,47.53719,108.43089,166.65578,232.09177,307.87802,395.71922
25.60071,-70.60754,-9.50597,48.03922,108.38948,166.72104,232.0138,307.92749,395.83964
25.62116,-69.59856,-10.57457,47.36807,108.6575,166.73568,231.78448,307.73025,395.74896
25.6416,-69.75378,-10.51378,47.40396,107.43964,166.56297,232.07313,307.86887,395.81969
25.66205,-70.43544,-10.48651,46.17911,107.57229,166.86229,232.0313,307.84441,395.73958
25.6825,-69.47883,-9.85755,47.72896,107.23938,166.90812,232.23229,308.22756,395.68708
25.70294,-70.63169,-9.90192,47.65813,107.95849,166.82052,231.95073,307.90637,395.93182
25.72339,-70.57302,-10.61718,48.42505,107.60432,166.75224,231.90807,307.84942,395.68708
25.74384,-69.8679,-10.8423,46.2637,108.11901,166.65214,232.06693,307.87081,395.79531
25.76428,-70.18539,-10.13051,48.04729,107.9874,166.65464,232.19266,307.80085,395.80609
25.78473,-69.61849,-8.33839,48.22448,108.63682,166.79484,232.28906,307.85471,395.88563
25.80518,-70.22456,-9.35056,47.7926,108.10469,166.81307,231.77375,307.96994,395.92125
25.82562,-70.5689,-9.74597,47.33208,107.32141,166.76349,232.00958,307.8153,395.93568
25.84607,-71.03942,-11.38273,47.68219,107.58125,166.88099,231.84089,307.86611,396.00885
25.86651,-70.3958,-10.51378,47.75854,108.11516,166.71203,232.19401,307.81888,395.92568
25.88696,-69.55087,-9.94718,48.15234,107.52661,166.84797,231.96969,307.97774,396.06094
25.90741,-69.11727,-10.25903,47.47089,107.97781,166.63422,232.03948,307.83432,395.68708
25.92785,-70.13728,-9.83214,47.69458,108.0675,166.7725,231.8,307.79218,396.06583
25.9483,-69.58245,-10.83974,47.72505,108.04193,166.89208,232.00958,307.8663,395.95292
25.96875,-71.12022,-10.98872,48.06276,108.96948,166.94505,232.12958,307.78614,396.26193
25.98919,-69.96108,-8.72004,47.52094,107.68026,166.61771,232.0937,307.93602,395.94885
26.00964,-70.79207,-9.86442,48.12214,108.25646,167.02969,231.98427,307.95129,396.09839
26.03009,-69.99407,-10.07669,47.24911,108.65151,166.54474,232.27349,307.951,395.75141
26.05053,-70.48867,-11.13153,48.67573,108.7151,166.85286,232.02495,307.679,395.87505
26.07098,-70.69217,-10.42916,46.64083,106.99526,166.66031,232.00958,307.92947,395.68708
26.09143,-70.47096,-8.88429,46.8837,107.48266,166.6938,231.76734,307.96978,395.85875
26.11187,-71.02938,-9.17697,46.93672,107.03927,166.79594,232.13505,308.00607,395.79771
26.13232,-69.5231,-9.93372,48.11885,107.47422,166.71,232.03849,307.83894,395.86078
26.15276,-70.46181,-10.22904,49.30505,109.46615,166.7275,232.15339,307.86033,395.80771
26.17321,-70.81471,-10.4994,48.02286,107.94177,166.62547,231.85401,307.83141,395.83578
26.19366,-70.79773,-10.51378,48.21229,107.34266,166.7275,232.02661,307.84183,395.68708
26.2141,-70.38674,-11.13916,46.72443,107.22703,166.53844,231.85474,307.99656,395.68708
26.23455,-69.86976,-10.79885,47.13083,107.62844,166.87901,232.04698,307.82861,395.84432
26.255,-70.46444,-9.23716,47.43302,107.2275,166.75063,231.94979,307.74948,395.71682
26.27544,-69.44303,-9.50088,48.4201,108.69115,166.90661,232.00958,307.84411,395.75365
26.29589,-71.03202,-10.46625,49.15016,107.65536,166.77401,231.98292,307.89269,395.75849
26.31634,-69.541,-10.19071,46.96203,108.60094,166.70313,232.04875,308.05653,395.83641
26.33678,-69.7802,-11.4794,48.39167,107.05365,166.85328,231.85125,307.98186,395.70661
26.35723,-69.45511,-10.86639,46.48943,107.80266,166.74297,232.18198,307.69201,395.76703
26.37767,-70.57213,-9.33378,47.84219,107.13026,166.7976,231.95641,307.56097,395.79224
26.39812,-70.17065,-9.20488,47.57589,107.50484,166.62047,231.9649,307.81025,395.68708
26.41857,-70.97915,-9.97662,47.51094,108.13219,166.70807,232.05563,307.89321,395.86708
26.43901,-70.29618,-9.22266,46.76438,107.16547,166.83656,231.97948,307.94085,395.76479
26.45946,-69.18679,-10.2114,47.12193,106.98625,166.7551,231.98802,307.98173,395.69604
26.47991,-69.03754,-10.74729,47.76167,107.88063,166.82453,232.02833,307.87862,395.85203
26.50035,-69.34506,-11.06848,48.58266,107.70208,166.72208,232.00958,307.89222,395.79813
26.5208,-70.70694,-10.63503,46.95937,108.1749,166.7838,231.96865,307.72516,395.72005
26.54125,-70.5689,-9.33595,48.37453,107.8524,166.85641,232.0999,307.98782,395.77333
26.56169,-70.54527,-9.60436,46.55687,107.24505,166.68005,231.79807,307.92802,395.68708
26.58214,-69.66281,-9.13441,46.86156,107.98016,166.60344,232.18427,307.82169,395.87667
26.60259,-69.89753,-11.53365,46.86156,107.28224,166.8163,231.8937,307.8709,395.74021
26.62303,-69.63002,-10.10676,47.34995,107.38635,166.87724,232.21365,307.65055,395.76724
26.64348,-69.76337,-10.90582,48.2263,107.75661,167.12578,231.87547,307.84331,395.75078
26.66392,-69.8091,-10.20987,47.57682,107.43161,166.56802,232.00958,307.88102,395.825
26.68437,-70.30145,-9.81799,48.35297,107.26063,166.47323,232.04844,307.99655,395.89906
26.70482,-69.8672,-10.0129,47.72896,107.23208,166.88865,232.10089,307.94055,395.79365
26.72526,-70.4727,-9.82844,46.96031,107.88828,166.68573,231.84396,307.77561,395.68708
26.74571,-70.30096,-10.44529,46.67193,107.32615,167.15068,232.06437,307.70787,395.7337
26.76616,-70.37434,-10.39234,46.98943,107.51208,166.76516,231.78823,307.82136,395.80589
26.7866,-69.91319,-11.49879,46.89495,108.25599,166.74797,232.07646,307.77376,395.69484
26.80705,-69.71503,-10.83536,48.07234,107.79578,166.69984,232.22026,307.95671,395.9324
26.8275,-70.15836,-9.91664,47.57203,107.2024,166.93521,232.12995,307.96244,395.68708
26.84794,-69.72799,-10.4373,47.22292,107.92656,166.67328,232.19708,307.87443,395.75625
26.86839,-70.43214,-9.8875,47.16203,106.82406,166.75234,232.05542,307.8115,395.79755
26.88884,-70.21374,-10.58893,47.09385,107.85781,166.72036,231.99307,308.02744,395.68708
26.90928,-69.5571,-9.46312,46.78578,108.08156,167.07068,231.95667,307.72413,395.80281
26.92973,-70.49669,-10.90552,48.23542,107.9376,166.77417,232.00958,307.85301,395.68708
26.95017,-70.34664,-10.4061,47.08479,107.8699,166.93214,232.0174,307.88105,395.83802
26.97062,-71.51433,-11.10723,47.55896,107.64359,166.67661,232.0476,307.90659,395.82563
26.99107,-69.50247,-9.79967,47.59813,107.20495,166.54521,232.2424,307.85121,395.74547
27.01151,-69.81636,-10.07966,47.54292,107.4576,166.77427,232.32224,307.89457,395.68708
27.03196,-70.05381,-9.46085,47.74354,107.68786,166.94974,231.94755,307.95436,395.88479
27.05241,-70.59656,-10.64848,46.91031,107.15849,166.8962,231.97776,307.71927,395.81786
27.07285,-70.41702,-10.40864,46.97531,107.41703,166.81672,232.02401,308.09349,395.7963
27.0933,-68.93604,-11.3885,47.48161,107.97453,166.78823,231.86016,308.04546,395.92182
27.11375,-69.23431,-9.4622,46.70865,107.70651,166.89974,232.07807,307.86003,395.68708
27.13419,-70.04158,-9.88738,48.35677,107.02687,166.71865,232.43182,307.93894,395.92734
27.15464,-70.84141,-9.5433,47.60766,108.46969,166.59344,232.22562,307.71675,395.83536
27.17508,-71.08783,-10.31608,47.6212,107.8987,166.82552,232.11302,308.06782,395.68708
27.19553,-70.80103,-10.51378,46.88432,108.29495,166.74943,232.00958,307.79635,395.80589
27.21598,-69.24668,-10.79723,46.64687,107.75068,167.03661,231.85865,307.81507,395.7162
27.23642,-69.03152,-10.66721,47.48771,107.66688,166.89453,231.89406,307.66382,395.79917
27.25687,-69.02716,-10.07406,48.14115,106.86766,166.74542,232.13661,307.96416,395.68687
27.27732,-70.78202,-11.20596,47.01844,108.56839,166.71047,232.14458,307.82747,395.93505
27.29776,-71.52477,-10.50392,46.91042,106.44234,166.69849,232.11318,308.05584,395.74161
27.31821,-69.77669,-9.93946,48.25031,107.82771,166.84578,232.0463,307.89088,395.80344
27.33866,-70.75543,-10.78875,47.47198,107.52609,166.85911,232.02802,307.75744,395.78245
27.3591,-69.88911,-10.53331,47.63656,109.07208,166.96417,232.03292,307.91635,395.69297
27.37955,-69.63805,-9.94065,48.09724,108.93167,166.72182,232.12557,307.79844,395.68708
27.4,-69.93824,-10.60138,46.54505,108.0263,166.69432,231.85604,307.95918,395.74672
27.42044,-70.1364,-8.72207,46.8837,107.88,166.7275,232.00958,308.13582,395.87547
27.44089,-69.86773,-10.67287,46.65474,106.7951,166.5913,231.93484,307.80055,395.84411
27.46133,-69.93653,-10.268,47.87312,109.26375,166.82953,232.2901,307.87557,395.68708
27.48178,-69.12625,-10.28052,48.3101,108.45667,166.95854,232.14458,307.84771,395.77557
27.50223,-70.26055,-10.44341,48.25844,109.20083,166.88297,232.06141,307.91984,395.7288
27.52267,-70.87211,-10.5984,46.53516,107.60667,166.74516,231.92526,307.84978,395.68708
27.54312,-69.48081,-9.50659,47.75661,109.23786,167.01214,232.0676,308.00055,395.71495
27.56357,-70.76247,-9.91546,47.3974,108.60854,166.54167,232.13307,307.9002,395.68708
27.58401,-68.91097,-10.79316,48.47797,107.96052,166.76375,232.14266,307.94446,395.78573
27.60446,-69.80726,-10.51378,47.79005,107.14547,166.79484,232.00958,307.65651,395.7912
27.62491,-69.34627,-11.34207,46.86859,108.07828,166.70328,231.78578,307.61629,395.79813
27.64535,-70.56096,-11.00002,46.23177,107.4637,166.78193,231.86448,307.75781,395.75484
27.6658,-71.09126,-9.21223,47.0076,107.53401,166.74026,232.41594,307.94042,395.75911
27.68625,-70.57967,-9.10314,47.71187,107.23646,166.9876,232.02214,307.98855,395.68708
27.70669,-70.28741,-10.32411,47.26583,107.4188,166.73417,232.17188,307.92805,395.82359
27.72714,-69.37579,-10.33474,47.44151,108.75448,166.89682,231.92188,307.87646,395.68995
27.74758,-70.3809,-10.28544,47.07432,107.02833,166.73151,231.86615,308.03371,395.81849
27.76803,-68.56011,-10.02768,46.64161,107.96995,166.7338,232.02776,307.82311,395.69646
27.78848,-70.18879,-9.78328,46.85078,107.80901,166.57693,232.16615,307.87149,395.76521
27.80892,-70.18289,-9.93421,47.09776,108.10005,166.72161,232.11464,307.82032,395.81849
27.82937,-70.94026,-9.46765,47.33281,107.68885,166.70156,231.97688,308.03685,395.83438
27.84982,-70.09489,-10.58124,46.76714,107.66026,166.87813,232.01719,308.00406,395.77151
27.87026,-69.96273,-10.22301,47.82635,108.32047,166.80536,231.88521,308.08167,395.77943
27.89071,-69.34774,-10.51378,46.94667,108.56672,166.96901,232.11589,307.80087,395.68708
27.91116,-69.63393,-11.1041,48.44,108.28656,166.76693,231.94948,307.91025,395.83719
27.9316,-69.42022,-9.66824,47.35229,108.78698,166.94661,232.06333,307.90549,395.7951
27.95205,-70.41312,-9.7841,47.25573,106.58792,166.87182,231.81318,307.8541,395.92385
27.97249,-70.18582,-10.64844,47.08583,107.56026,166.77031,232.00958,307.75351,395.68708
27.99294,-71.31446,-8.94492,46.29995,107.92698,166.85698,232.06156,307.71549,395.92182
28.01339,-70.36273,-10.56459,47.32052,108.89807,166.72792,231.99776,307.90802,395.72068
28.03383,-69.93431,-10.7558,47.18349,107.03536,166.89651,232.03667,308.03071,395.87828
28.05428,-69.50966,-9.44042,47.23792,108.19688,166.96172,232.11198,308.15204,395.72984
28.07473,-70.43551,-10.64101,46.57854,108.0663,166.88135,232.03719,307.81038,395.73573
28.09517,-70.44963,-9.52957,47.04698,108.03589,166.72443,231.97615,307.69713,395.69177
28.11562,-71.37684,-10.05816,45.8099,107.78766,166.75109,232.0351,307.86027,395.68708
28.13607,-69.8364,-9.42082,47.42224,107.79396,166.7275,231.91562,307.81136,395.7038
28.15651,-69.46379,-10.26656,46.74839,107.36766,166.65812,232.00958,307.97188,395.91958
28.17696,-68.7619,-9.65997,47.06141,108.13729,166.84318,232.07833,307.9798,396.1201
28.19741,-69.80726,-11.48291,47.37625,108.02911,166.88745,232.09224,307.97623,395.73958
28.21785,-70.74769,-9.67557,46.18724,107.32203,167.01323,232.00682,308.06964,395.76255
28.2383,-71.33828,-10.54135,47.16031,107.48266,166.83203,232.03161,307.95206,395.68708
28.25874,-69.99066,-9.81484,46.62776,107.6163,166.60578,232.03698,307.87303,396.08516
28.27919,-70.54746,-10.80698,47.89484,107.22151,166.80281,232.02068,307.89614,396.00401
28.29964,-70.19416,-10.27842,46.68531,107.69453,166.65266,231.9475,307.66006,395.86792
28.32008,-69.8188,-10.87255,47.51042,108.43115,166.92036,232.0325,307.87531,395.7113
28.34053,-70.23966,-10.14245,45.85063,108.15302,166.84339,231.85854,308.04447,395.71536
28.36098,-69.82648,-10.48118,47.63823,108.36812,166.83229,231.81568,307.9384,395.68687
28.38142,-70.9126,-9.17429,47.28823,108.60891,166.83182,231.87141,308.03396,395.7276
28.40187,-69.3607,-9.92808,46.70422,108.85458,166.59906,232.02625,308.20401,395.76422
28.42232,-70.64265,-9.28596,47.07677,108.58911,166.78698,231.83562,307.84067,395.74568
28.44276,-69.92711,-8.36751,46.11995,107.37443,166.67115,232.095,307.95195,395.82276
28.46321,-68.74321,-10.01864,47.73427,108.60005,167.01458,231.92135,307.797,395.72089
28.48366,-69.25588,-10.94414,47.62589,107.7424,166.78771,232.03719,307.86654,395.70542
28.5041,-69.58189,-10.51378,46.36979,109.76375,166.8801,231.99474,307.77852,395.68708
28.52455,-70.32735,-10.18758,47.6412,106.94318,166.75552,231.95786,308.02334,395.68708
28.54499,-70.82395,-9.76606,46.60505,107.48266,166.90151,232.12865,307.9828,395.74141
28.56544,-70.25839,-8.9508,46.85385,106.78297,166.77724,232.01354,308.10653,395.94172
28.58589,-69.94612,-10.65735,47.10344,108.81677,166.69615,231.99021,308.12659,395.72146
28.60633,-68.90208,-10.68361,46.60771,108.19583,166.65318,232.00958,308.04243,395.72698
28.62678,-69.83473,-9.78089,46.74979,108.35333,166.76646,231.99849,308.08033,395.89682
