"thth","T200","T300","T400","T500","T600","T700","T800","T900"
55.49336,-68.40045,-8.5279,48.64302,107.93073,166.93964,232.00958,308.36503,395.89964
55.51381,-69.88349,-8.31711,48.71141,108.92104,166.69839,231.85807,308.50111,395.85
55.53426,-69.07582,-9.5178,48.21427,110.47906,166.42307,232.06214,308.41959,395.88359
55.5547,-69.34495,-8.8099,49.69563,108.31271,166.84672,231.82193,308.29575,395.68708
55.57515,-68.65466,-9.19352,48.6651,108.06661,167.02146,231.95724,308.71585,395.83865
55.5956,-69.31821,-8.32601,49.92495,109.64323,166.83073,232.1688,308.31611,395.94969
55.61604,-67.5371,-9.00148,48.6001,108.96005,167.02911,231.94755,308.4558,396.06073
55.63649,-68.97075,-7.49318,51.04818,110.49062,166.79641,232.03589,308.37891,395.95151
55.65693,-67.23496,-6.77156,49.82766,109.51099,167.005,232.11786,308.29687,395.68708
55.67738,-69.18641,-7.72042,49.65089,108.66635,166.93781,232.00958,308.29706,395.9763
55.69783,-66.13426,-6.34786,50.24464,111.73224,167.20464,231.82953,308.60808,396.06443
55.71827,-67.69362,-7.22094,51.50255,110.71536,166.94151,232.21214,308.40776,395.88828
55.73872,-67.38587,-6.30906,51.74562,110.26948,167.31984,231.86786,308.64625,395.76542
55.75917,-65.34911,-6.87651,51.34234,110.76651,166.99755,232.14104,308.63362,395.85245
55.77961,-67.78557,-5.34896,51.34917,111.20005,167.26427,232.12797,308.61431,395.68708
55.80006,-66.42735,-5.81964,52.41969,110.12172,167.33328,231.95667,308.67528,396.02964
55.82051,-65.61988,-4.42255,53.7388,110.99656,167.64458,231.92375,308.88015,395.93974
55.84095,-65.33259,-5.41073,52.84495,109.99594,167.29318,232.375,308.83443,395.68708
55.8614,-65.73573,-3.77646,53.48729,111.05224,167.58411,232.33099,308.54397,395.76849
55.88185,-64.79655,-4.40828,54.16776,111.56698,167.88661,232.58,308.62797,395.92062
55.90229,-64.70385,-4.00286,54.31328,111.76818,168.20385,232.36911,308.91819,395.68708
55.92274,-63.94914,-4.0038,55.66443,113.1449,168.36094,232.24297,308.8278,395.73958
55.94318,-62.07799,-2.84234,55.33224,115.2262,168.68354,232.31495,308.95597,395.73552
55.96363,-64.07689,-1.78182,55.8675,115.07141,168.76526,232.62964,308.70501,395.69891
55.98408,-63.59494,-1.00266,55.50948,116.52906,169.30146,232.48672,309.00501,395.68708
56.00452,-63.35647,0.17615,56.75573,117.30182,169.32281,232.54635,308.91714,395.89396
56.02497,-63.28332,-0.39286,57.66875,115.40057,169.56031,232.45323,309.31717,395.68708
56.04542,-62.44195,1.68552,59.15885,116.7663,170.20896,232.86365,309.62349,395.7538
56.06586,-62.56525,1.59042,60.92318,117.78401,170.73385,233.49104,309.40151,395.71943
56.08631,-61.3904,2.43708,59.82115,118.14781,171.00552,233.57604,309.68196,395.68708
56.10676,-59.52762,3.7951,59.80943,118.69047,171.65589,233.81484,309.70052,395.76115
56.1272,-57.46245,2.70172,60.61323,119.81698,172.09536,233.86203,310.0784,395.68687
56.14765,-57.06255,1.8263,63.90625,119.88609,172.31578,234.5638,310.10671,395.89844
56.16809,-57.19064,6.42979,64.17078,120.3626,174.01427,235.25849,310.58164,395.82865
56.18854,-57.73092,6.20615,64.98562,123.18203,174.04224,235.79823,310.75088,395.92083
56.20899,-55.99035,6.17104,66.75401,124.34573,175.38677,236.39719,311.55865,395.9324
56.22943,-56.94439,7.24656,67.16583,122.51266,176.85724,237.39359,312.0252,396.25234
56.24988,-54.94068,8.76823,67.88646,126.42,177.63974,237.94474,312.95784,396.86885
56.27033,-53.74451,7.33083,67.92844,128.82031,179.1451,239.93417,313.86675,396.99964
56.29077,-54.32432,9.94734,70.70094,126.66938,180.98312,240.66932,314.62641,397.72151
56.31122,-51.84922,12.89266,70.56307,128.60833,182.41281,242.10573,315.40544,398.17365
56.33167,-53.08087,13.18224,72.52661,128.9025,185.14589,243.76109,317.16974,398.48406
56.35211,-50.40412,11.96292,70.35958,126.92531,188.00083,246.00516,318.05512,399.6013
56.37256,-48.59769,15.32318,73.14984,131.28656,189.44911,247.83328,320.10617,400.02479
56.39301,-48.54006,12.96641,71.19401,133.46542,193.88375,251.89724,322.58032,400.6913
56.41345,-46.39978,15.45333,73.09771,133.11214,196.31896,255.99557,326.60706,402.01161
56.4339,-45.36606,17.39437,74.93385,134.09401,199.65318,261.3912,332.76683,403.48646
56.45434,-43.19694,18.11885,74.94146,135.29026,203.62063,268.88396,343.00738,406.38328
56.47479,-39.83599,19.16068,77.41536,135.26563,207.43661,277.86083,356.83501,410.88615
56.49524,-43.24183,17.67089,77.59688,139.16078,210.20297,286.14313,376.60761,419.02354
56.51568,-39.16993,18.99062,79.48078,139.21365,213.28776,297.32651,402.48303,432.17271
56.53613,-39.39255,20.25182,78.63036,140.29135,215.89583,309.73635,434.70609,454.49526
56.55658,-39.30849,22.90438,80.13349,141.83401,218.30255,316.62859,465.2843,486.38708
56.57702,-39.70596,18.31932,80.35896,140.10417,219.70865,323.06359,474.0837,531.75052
56.59747,-43.90574,19.47396,80.03536,142.60885,218.58724,322.55422,453.38985,577.06562
56.61792,-43.56535,19.20771,78.06464,140.84151,216.18776,315.61901,416.55544,588.09063
56.63836,-43.58635,20.78583,79.26677,140.04745,215.0626,305.87318,380.36811,548.06927
56.65881,-42.21516,18.49698,77.81552,137.93724,210.52677,295.70339,354.46869,490.35484
56.67926,-44.76816,20.14693,78.35531,139.68609,208.6238,284.38047,340.63458,448.34667
56.6997,-45.58774,19.42125,76.69719,137.98396,203.31109,274.76526,331.57362,428.04677
56.72015,-47.36057,17.08328,75.60516,137.89391,199.60177,266.52312,328.41839,415.73115
56.74059,-46.06455,18.00151,77.75948,137.47073,196.5176,259.34453,325.36584,410.76651
56.76104,-45.92016,17.01568,76.17427,136.12333,192.66115,256.31313,323.21925,410.45797
56.78149,-46.7294,15.11969,75.17687,136.00313,189.47005,251.84849,318.82703,410.38599
56.80193,-49.78936,12.4087,72.7725,132.64495,186.76417,248.13792,316.60632,407.38135
56.82238,-49.9213,11.24474,75.82068,132.48594,184.80917,245.04266,315.23366,404.38042
56.84283,-52.30714,11.57406,71.45016,132.72099,181.62307,242.9299,313.08823,400.96188
56.86327,-53.58811,12.29438,71.53385,129.52958,180.6338,241.24052,311.83469,400.59146
56.88372,-54.03926,9.90729,71.39406,128.55609,178.14573,239.61766,310.90069,399.10297
56.90417,-58.13113,10.90755,71.02339,128.93719,177.15453,237.14609,309.42628,397.5976
56.92461,-56.89609,9.16531,68.59542,124.13484,176.73333,236.51635,309.43799,395.89396
56.94506,-58.57954,7.90661,70.6912,126.87885,174.80786,235.62026,309.73956,395.68708
56.9655,-59.29409,7.73995,67.36255,125.75969,174.13333,235.36271,309.7606,395.88073
56.98595,-58.22819,6.15948,65.72427,122.74896,173.3226,234.74406,309.55133,396.73198
57.0064,-61.93295,3.7751,64.54625,124.10115,172.05833,234.8037,309.88042,396.73505
57.02684,-59.93117,2.34771,63.25286,123.01547,172.09115,233.71812,310.11088,396.49599
57.04729,-59.62691,2.40667,62.35932,121.32208,171.86068,234.10312,310.25036,396.8188
57.06774,-60.05187,2.22708,61.91901,119.3175,170.21948,233.96089,310.1563,397.43167
57.08818,-62.1276,0.36531,61.18552,120.30641,170.39438,233.63177,309.97866,397.72906
57.10863,-62.72907,-0.21047,59.6451,118.2238,169.83839,233.30635,309.8307,397.43245
57.12908,-63.55131,-0.18521,57.65932,116.69568,169.17568,233.19359,309.33568,396.9976
57.14952,-63.64265,-0.05271,56.14719,116.02901,169.28292,232.69896,309.19269,396.81208
57.16997,-63.71503,-0.95922,58.1426,116.21531,168.39547,232.67641,309.00074,396.45552
57.19042,-66.09223,-0.54297,57.61807,114.44234,168.45719,232.70917,309.06427,396.02495
57.21086,-66.86898,-1.56031,55.34573,115.44359,168.46516,232.46781,308.66579,395.95375
57.23131,-66.70873,-3.77865,55.65589,113.26505,168.03151,232.29568,308.67024,395.68687
57.25175,-64.28548,-3.93776,55.35833,113.48495,167.89094,232.20719,308.65273,395.75589
57.2722,-66.88962,-4.28927,55.91552,112.95135,167.51828,231.8587,308.59517,395.78531
57.29265,-65.71348,-5.86411,55.10401,111.87089,167.9124,232.30682,309.00904,395.68708
57.31309,-67.62926,-5.30911,52.78016,112.48177,167.60443,232.07198,308.873,395.90312
57.33354,-67.14983,-4.80651,51.82339,110.73948,167.63479,232.16323,308.81561,395.72818
57.35399,-67.36665,-7.71625,51.90688,111.34823,167.02927,232.18792,308.68734,396.02312
57.37443,-65.72168,-7.23766,51.2299,111.50469,166.9349,232.39344,308.88744,395.84776
57.39488,-67.66453,-7.67698,50.93865,109.70745,167.36115,232.17745,308.77563,395.77438
57.41533,-67.76666,-6.45703,50.77781,110.53583,167.23536,232.03875,308.70486,395.99219
57.43577,-68.23933,-7.10427,51.96682,111.89073,167.12297,231.85167,308.7112,395.70156
57.45622,-67.21464,-7.56141,49.96979,111.24823,166.85203,232.00958,308.51274,395.85125
57.47667,-68.28963,-6.83484,50.34031,108.74969,167.1601,231.91724,308.5892,395.83089
57.49711,-68.25363,-7.2963,50.50729,111.23708,166.99307,232.00958,308.73231,395.73531
57.51756,-70.10631,-7.85417,49.42932,110.0888,167.09609,231.93281,308.50598,395.87807
57.538,-69.28023,-8.57018,49.7537,109.10964,167.11625,232.04958,308.74972,395.68687
57.55845,-68.54236,-7.83406,48.80651,109.46505,166.82766,232.09891,308.65081,396.05036
57.5789,-68.41299,-8.26606,49.54698,108.5225,167.13677,232.19146,308.36237,395.68708
57.59934,-69.8844,-8.71908,48.17161,107.38208,166.67115,231.86339,308.57958,395.90109
57.61979,-68.96824,-9.89604,48.7863,108.89063,166.8687,232.00958,308.48019,395.70255
57.64024,-69.42355,-8.44075,48.04604,108.44568,166.49365,232.00958,308.50634,395.68687
57.66068,-69.37543,-9.93759,47.71901,108.77714,166.68969,231.90104,308.42799,395.94073
57.68113,-70.30392,-9.02779,47.95724,107.91938,166.78427,231.9049,308.31945,395.76542
57.70158,-69.6627,-9.84141,47.92745,108.25167,166.59438,232.01557,308.02807,395.76255
57.72202,-68.80396,-10.68297,48.2476,108.87609,166.70615,231.80979,308.40727,395.68687
57.74247,-71.49183,-10.32804,48.07333,108.95813,166.69547,232.00958,308.30919,395.70396
57.76291,-69.56164,-8.60117,48.58172,107.98615,166.47703,231.92677,308.77942,395.78672
57.78336,-69.69455,-8.63946,47.56943,108.17115,166.88354,232.07083,308.51777,395.84979
57.80381,-70.18455,-8.64605,47.46802,108.90146,166.85703,231.7488,308.58766,395.83089
57.82425,-70.02929,-11.11335,47.07516,106.14427,166.47911,232.00958,308.57006,395.68708
57.8447,-69.12068,-10.66023,47.65365,108.2925,166.73797,232.05234,308.90929,395.96292
57.86515,-71.31109,-9.92211,47.13292,108.24646,166.97005,231.80547,308.48402,395.81708
57.88559,-70.45724,-10.01767,46.49385,107.72719,166.80969,232.03245,308.42167,396.02312
57.90604,-70.57167,-10.71269,46.98104,108.40651,166.84531,231.91693,308.3745,395.68708
57.92649,-71.04976,-10.42674,47.87453,107.49422,166.67807,232.0337,308.26566,395.87583
57.94693,-69.64578,-9.9684,47.23188,107.48266,166.91182,232.28292,308.46522,395.68708
57.96738,-69.56678,-9.04494,47.99271,107.34115,166.85156,231.95964,308.43074,395.68708
57.98783,-70.95145,-9.74179,45.72651,107.43172,166.89344,232.13375,308.20308,395.86099
58.00827,-69.73366,-9.71038,47.12974,107.84979,166.74042,232.06766,308.34297,395.93203
58.02872,-70.5918,-10.79866,46.78984,107.12068,166.92047,232.14474,308.43313,395.68708
58.04916,-70.59255,-9.83239,47.33312,107.50797,166.71349,231.98854,308.36779,395.8374
58.06961,-69.72277,-10.56663,46.91031,107.5512,166.72349,231.95042,308.27706,395.83865
58.09006,-70.73536,-9.62601,46.10089,107.80016,166.64021,232.01974,308.26757,395.68708
58.1105,-69.88505,-10.03502,46.84245,108.64214,166.59151,232.01182,308.27069,395.80953
58.13095,-69.94242,-11.37446,46.20219,106.20026,166.7275,232.00958,308.66961,395.81849
58.1514,-70.27476,-11.45507,47.78578,106.62917,166.64688,231.96057,308.41401,395.85266
58.17184,-70.2008,-11.06316,46.96349,107.71516,166.74849,232.04312,308.25361,395.9074
58.19229,-70.54253,-9.81329,47.2913,109.60609,166.72823,232.03328,308.40098,395.92958
58.21274,-69.53173,-9.53954,46.84682,107.92495,166.58354,232.09068,308.45852,395.74896
58.23318,-71.44632,-10.12741,46.67115,107.18187,166.77401,231.87927,308.24582,395.91693
58.25363,-70.59363,-11.41826,46.92531,106.56917,166.96427,232.00958,308.57145,396.01417
58.27408,-69.76976,-10.51378,46.89703,107.13984,166.85026,232.10948,308.43949,395.68708
58.29452,-69.91009,-9.92561,46.7576,109.21094,166.94818,232.25844,308.16621,395.84698
58.31497,-70.58672,-9.06629,46.87464,108.53469,166.63401,232.03312,308.31007,395.72536
58.33541,-70.92386,-10.49348,45.52964,108.03766,166.97812,232.04615,308.54588,395.68708
58.35586,-70.05903,-11.02879,47.54661,107.22203,166.5876,232.11224,308.47045,395.73146
58.37631,-70.05437,-10.24078,46.96333,106.79755,166.65542,232.24708,308.28449,395.86854
58.39675,-69.77779,-9.70953,47.10547,108.21812,167.05385,232.11625,308.2896,395.73469
58.4172,-70.09885,-9.66841,47.1187,108.45188,166.46484,232.16344,308.35609,395.70948
58.43765,-70.4596,-9.33989,46.33625,107.62016,166.71276,232.11599,308.2445,395.97286
58.45809,-70.24965,-10.90953,48.99984,106.3338,166.64,231.94932,308.2113,395.69094
58.47854,-70.34208,-10.51378,48.38115,106.33156,166.94391,232.08542,308.20985,395.92958
58.49899,-69.82621,-10.35962,47.73339,107.88385,166.49083,232.1951,308.26111,395.68708
58.51943,-69.9428,-9.88354,47.26401,107.44104,166.73177,231.92875,308.13178,395.88052
58.53988,-69.36026,-10.57473,46.57365,107.88031,166.75474,232.1738,308.12007,395.69646
58.56032,-70.03365,-10.02717,47.27229,107.48266,166.54089,231.99307,308.19773,395.73469
58.58077,-69.0531,-10.06279,47.30682,106.77661,166.70781,232.00958,308.41766,395.68708
58.60122,-69.66805,-9.95576,47.61917,108.10146,166.7738,231.84104,308.31705,395.70969
58.62166,-70.44234,-9.80568,46.05745,108.41786,166.61583,232.17401,308.49089,395.68708
58.64211,-70.09914,-10.19174,46.8837,106.99979,166.73698,231.82578,308.51605,395.81646
58.66256,-70.60424,-9.83316,46.9938,107.47365,166.91099,232.11839,308.37815,395.79568
58.683,-70.5689,-10.89142,47.78339,108.61589,166.65182,232.08313,308.49027,395.80609
58.70345,-70.70586,-10.8361,47.30073,107.96646,166.72359,231.99927,308.33915,395.78797
58.7239,-70.13524,-9.85665,47.285,108.09115,166.81687,232.07724,308.25692,395.73307
58.74434,-70.33383,-11.29982,46.08245,108.12224,166.68693,232.0238,308.30077,395.88437
58.76479,-69.33119,-10.92407,46.45859,106.28396,166.74411,231.78271,308.06807,395.68708
58.78524,-70.65891,-9.83201,48.1037,107.54432,166.72464,232.08589,308.19169,395.83536
58.80568,-70.95007,-10.53558,46.86479,107.69063,166.76813,231.98411,308.27105,396.00458
58.82613,-69.99879,-9.51808,47.13,107.87766,166.64406,231.92578,308.16003,395.77375
58.84657,-70.04578,-10.06338,46.64432,107.01276,166.71021,232.15385,308.11311,395.68708
58.86702,-70.29029,-11.13683,48.71729,107.35646,166.80396,231.86656,308.337,396.06891
58.88747,-69.70923,-9.95075,47.88214,108.31406,166.54781,232.02,308.30682,395.90578
58.90791,-69.53935,-10.84469,48.56286,107.05094,166.71682,232.13229,308.09097,395.88661
58.92836,-69.86571,-10.16828,47.8362,108.77906,166.73958,231.88969,308.23142,395.90208
58.94881,-70.04417,-11.18381,46.5025,107.6862,166.87427,231.7737,308.30467,395.96859
58.96925,-69.38668,-10.38012,47.07469,107.31542,166.71865,232.10057,308.32648,395.71557
58.9897,-69.8154,-9.81471,46.35568,107.57729,166.84193,232.04172,308.29716,395.75323
59.01015,-70.20958,-9.41188,48.29609,108.61089,166.78943,231.91484,308.37674,395.94578
59.03059,-69.92842,-9.18464,47.16755,107.25969,166.75495,232.00958,308.04021,395.87995
59.05104,-70.1113,-10.00051,46.89948,107.56068,166.88484,231.88417,308.17742,395.8663
59.07149,-70.89133,-10.02703,46.61458,107.19615,166.72609,231.87099,308.35519,395.71943
59.09193,-69.80444,-10.52145,47.23271,107.50281,166.72307,232.04323,308.39045,395.68708
59.11238,-70.85776,-10.39332,47.89812,107.19927,166.76927,232.0588,308.23368,395.68708
59.13282,-70.2904,-11.07079,47.28443,107.80411,166.96641,232.00958,308.25347,396.17667
59.15327,-70.94726,-11.50137,46.66766,107.71922,166.70646,231.88698,308.373,395.7849
59.17372,-69.65297,-10.50358,46.05073,106.33672,166.75599,231.95401,308.20297,395.68708
59.19416,-70.51964,-10.87766,47.06146,107.58844,166.67443,232.18313,308.46555,395.68708
59.21461,-69.42498,-10.60089,47.6149,108.04052,166.66245,231.85365,308.33126,395.83901
59.23506,-69.38336,-10.21232,47.15401,107.51234,166.7275,232.14547,308.08252,395.85062
59.2555,-70.18588,-10.65301,47.34906,107.8925,166.6188,231.89865,308.11691,396.12865
59.27595,-71.25739,-10.94302,46.9001,107.91396,166.76964,232.00958,308.22274,395.88625
59.2964,-70.24585,-10.09594,46.63531,108.22078,166.68104,231.85786,308.15827,395.68708
59.31684,-70.58273,-9.4501,48.62281,107.60208,166.72385,232.24521,308.37588,395.93589
59.33729,-69.94969,-9.99107,47.70755,108.38896,166.82318,231.94339,308.39726,395.90474
59.35773,-70.23631,-10.87005,47.42385,108.01271,167.06026,231.92927,308.07125,395.84677
59.37818,-70.44058,-9.71109,46.7025,107.95104,166.82297,232.03641,308.20879,395.73917
59.39863,-70.23064,-10.29563,46.61073,108.16292,166.68698,231.95443,308.33396,395.78839
59.41907,-70.83094,-10.87307,47.00089,108.02375,166.78677,231.91578,308.3224,395.74141
59.43952,-70.07128,-10.02677,47.08042,108.4787,166.8125,232.10682,308.2132,395.76948
59.45997,-68.8789,-10.69144,47.08745,107.46281,166.60792,232.11604,308.06048,396.00849
59.48041,-69.02577,-10.10721,46.97891,108.06115,167.07917,231.97964,308.18832,395.68708
59.50086,-69.42516,-9.29506,47.35089,108.34432,166.59599,231.87297,308.19372,395.71578
59.52131,-69.34232,-10.10461,46.83016,108.60896,166.52568,232.00958,308.42754,395.77297
59.54175,-70.32055,-11.11664,47.11141,106.63984,166.86609,231.87896,308.22429,395.8012
59.5622,-70.14223,-9.8876,48.48651,107.47031,166.59635,232.23469,308.2269,395.70479
59.58265,-70.51189,-9.96464,47.50813,107.08182,166.80375,232.15229,308.24321,395.68708
59.60309,-70.5921,-10.25892,46.6138,107.98432,166.66844,232.19682,308.04473,395.90375
59.62354,-70.79226,-10.24551,47.29781,108.43885,166.81719,231.95083,308.33037,395.68708
59.64398,-70.45313,-10.51378,46.52474,108.67125,166.59339,232.02354,308.19463,395.73651
59.66443,-71.24739,-11.37019,46.56271,106.73177,166.59177,232.08099,308.30595,395.73818
59.68488,-70.03242,-10.34045,46.63307,107.96365,166.76885,231.99906,308.1785,395.80932
59.70532,-70.43974,-9.8659,46.88417,107.94823,166.80172,232.2924,308.10388,395.76948
59.72577,-69.58142,-10.83778,47.23266,108.03891,166.79464,231.88969,308.11241,395.80385
59.74622,-69.89753,-11.04956,46.77536,108.56932,166.58885,232.13031,308.4153,395.9763
59.76666,-70.77346,-10.29866,46.88729,107.42339,166.84104,231.8876,308.33341,395.68708
59.78711,-69.25447,-10.19396,46.56266,107.48266,166.6101,231.92802,308.25929,395.97594
59.80756,-70.95214,-10.51222,47.31359,107.27745,166.87604,232.00958,308.52099,395.87583
59.828,-69.07508,-9.68636,47.7837,107.94552,166.90615,232.0651,308.44264,395.68708
59.84845,-69.73425,-10.66664,47.06385,107.75823,166.72906,231.77328,308.3846,395.83438
59.8689,-69.51952,-10.72533,47.22531,108.40042,166.65172,231.83604,308.47122,395.68708
59.88934,-69.64695,-10.40021,47.34813,107.35917,166.89359,232.04661,308.65602,395.74469
59.90979,-70.64935,-9.90708,46.62417,107.86859,166.85073,231.96703,308.47958,395.89964
59.93023,-70.35741,-10.38383,47.47875,108.51172,166.66849,232.15818,308.5306,395.95859
59.95068,-70.71271,-10.62811,46.1638,108.07969,167.09922,232.22396,308.53302,395.75443
59.97113,-70.32136,-10.24424,47.05323,108.51849,166.72573,232.15328,308.46271,395.82339
59.99157,-70.26037,-10.80102,46.91688,107.35786,166.69365,232.28766,308.2461,396.19927
60.01202,-69.94695,-10.51378,46.8837,107.99443,166.7376,232.29354,308.58979,396.09776
60.03247,-70.62455,-10.5791,46.70427,108.06167,167.0863,232.55792,308.19583,396.22245
60.05291,-70.96037,-10.35854,46.62073,107.49146,166.48677,232.23109,308.1724,396.01052
60.07336,-69.44814,-10.41098,48.1512,108.27135,166.80234,232.13995,308.21515,395.79245
60.09381,-70.09224,-11.0284,46.82406,106.76823,166.72776,231.90969,308.17477,395.72594
60.11425,-70.47559,-9.36937,47.81776,107.84026,166.49599,231.89458,308.09632,395.92609
60.1347,-70.89424,-10.66251,46.89516,106.94604,166.7275,232.00958,308.01311,395.83026
60.15514,-70.1595,-10.44481,47.82953,108.17214,166.55885,232.01714,308.02755,395.68708
60.17559,-70.58879,-11.0652,47.15224,106.76406,166.72365,232.20833,307.86159,395.79938
60.19604,-71.07379,-10.92336,48.24385,108.55005,166.4776,231.78078,308.24857,395.75932
60.21648,-70.09373,-10.08689,47.21615,108.2474,166.7975,231.82068,308.35374,395.68708
60.23693,-70.19948,-11.17693,46.64005,107.12271,166.47198,231.88505,308.46804,396.06563
60.25738,-70.97563,-11.13268,47.3726,109.19729,166.71396,232.19865,308.22256,395.9826
60.27782,-70.47248,-10.87421,47.10667,108.08615,167.17026,232.1474,308.50645,395.81927
60.29827,-69.33494,-10.39456,46.8837,107.98943,166.58005,231.95656,308.19375,395.87667
60.31872,-71.25303,-9.60207,46.05958,107.5299,166.75208,232.02083,308.58785,395.7237
60.33916,-70.79244,-11.01715,47.80302,108.25786,166.69677,231.88417,308.62291,395.92937
60.35961,-70.10302,-9.69348,46.71464,106.62109,166.73547,232.09536,308.46458,396.11318
60.38006,-70.32513,-10.22714,47.07714,107.71219,166.55781,232.06932,308.3267,395.93182
60.4005,-70.72372,-10.35169,47.21698,107.92521,166.91089,232.10557,308.1917,395.69505
60.42095,-70.5689,-10.04618,47.41927,107.70516,166.80578,231.98813,308.45076,395.68708
60.44139,-70.43884,-10.0664,46.35214,107.24703,166.45984,232.02708,308.40964,395.68708
60.46184,-70.34318,-9.56088,47.5462,108.34625,166.91839,231.99687,308.51017,395.84271
60.48229,-69.39898,-11.11073,47.80672,108.5313,166.97047,232.14526,308.34055,395.82661
60.50273,-70.60633,-10.07671,46.14948,107.9063,166.76656,231.94979,308.16057,395.68708
60.52318,-70.79464,-10.47493,47.71214,108.29964,166.64458,232.07667,308.31912,395.82844
60.54363,-70.38316,-10.51378,46.42995,108.69344,166.7275,231.96359,308.55492,396.00807
60.56407,-70.34315,-10.97758,47.23604,107.14026,166.50479,231.97026,308.55455,395.9151
60.58452,-70.44286,-10.99224,47.38979,108.09005,166.88943,231.99484,308.39846,395.83557
60.60497,-71.07569,-9.64047,47.95818,109.46062,166.79385,232.19766,308.44249,395.99687
60.62541,-70.47302,-10.68507,46.00792,108.30276,166.44641,231.76109,308.29731,395.87849
60.64586,-71.1494,-9.70347,46.80328,106.73229,166.84562,231.93958,308.23859,395.72818
60.66631,-69.84926,-10.50273,47.76156,106.99312,166.6313,232.16089,308.56235,396.02818
60.68675,-69.83186,-9.32028,47.68333,108.19526,166.96271,231.83099,308.30155,395.9188
60.7072,-70.43251,-9.79103,47.14859,107.22828,166.68063,232.20328,308.08249,395.95557
60.72764,-70.87044,-9.88725,47.63224,108.47313,166.54016,232.04708,308.36073,395.68708
60.74809,-70.51372,-10.04571,46.74885,107.36677,166.72521,231.99557,308.43272,396.17891
60.76854,-70.12007,-10.47009,46.65849,106.98896,166.50604,232.11141,308.12689,395.68708
60.78898,-70.44406,-10.00323,47.25271,106.75141,166.78443,232.15323,308.17075,396.02026
60.80943,-70.55118,-10.5167,47.44214,108.89839,166.74833,232.04901,308.2974,396.00115
60.82988,-70.5689,-10.04487,47.24036,108.08094,166.95344,231.93813,308.41844,395.87359
60.85032,-70.88814,-11.0629,45.83427,107.95047,166.7976,232.00958,308.24058,396.05833
60.87077,-70.09514,-11.08394,48.50219,109.18573,166.65682,232.03229,308.59651,395.94885
60.89122,-70.35176,-10.51378,46.19271,107.23896,166.77172,232.08089,308.46648,396.04083
60.91166,-70.41543,-10.95577,48.7151,108.36797,166.5012,232.19729,308.39937,395.68708
60.93211,-70.77637,-8.9283,48.08464,108.76552,166.91354,231.97417,308.39148,396.17813
60.95255,-70.94753,-9.69173,47.96594,108.70333,166.72724,232.03979,308.39883,395.85755
60.973,-69.71714,-10.37854,48.34417,107.52245,166.52922,232.24937,308.17884,395.73797
60.99345,-69.50335,-9.42359,47.18255,108.43339,166.57542,232.17854,308.17549,395.87422
61.01389,-69.63334,-9.68989,48.88896,107.72208,166.71505,231.88167,308.42366,395.8549
61.03434,-69.46633,-10.32919,47.69792,107.85453,166.92406,232.00958,308.39829,395.85958
61.05479,-70.57085,-10.12998,47.81255,107.75516,166.70693,232.11104,308.41213,395.68708
61.07523,-70.33192,-9.91182,46.23661,108.6026,166.56594,231.96375,308.35583,396.1024
61.09568,-70.31361,-10.95454,46.8837,107.23224,166.44458,232.09516,308.20738,395.7337
61.11613,-70.58501,-9.63063,47.11589,106.86724,166.89375,232.0412,308.31932,395.88339
61.13657,-71.23246,-9.58615,48.66844,108.04734,166.79312,231.96125,308.36127,395.76849
61.15702,-70.57056,-11.61454,46.71125,107.41953,166.7275,231.92458,308.48754,395.68708
61.17747,-69.9147,-10.51378,47.01318,108.26865,166.47719,232.19245,308.39758,395.78062
61.19791,-69.98984,-10.39243,47.71698,107.36583,166.75984,232.13406,308.18696,395.94437
61.21836,-69.56272,-11.10508,49.03708,108.66031,166.48969,231.89245,308.33927,395.71151
61.2388,-70.849,-9.97594,47.07417,107.48099,166.48521,231.97917,308.48693,395.68708
61.25925,-69.56881,-9.15861,46.51958,107.32651,166.7275,232.06839,308.17867,395.68708
61.2797,-70.83286,-9.65281,46.72318,107.48266,166.5949,231.78729,308.36774,395.85146
61.30014,-70.69697,-11.33621,47.03255,106.81359,166.63661,232.08047,308.45568,395.89948
61.32059,-69.63199,-9.23266,47.28859,108.20281,166.70458,231.98375,308.35814,395.88359
61.34104,-70.81486,-10.92314,48.49906,106.91995,166.93073,231.97005,308.61371,395.92734
61.36148,-71.51431,-10.93156,45.8699,108.58083,166.73859,231.97375,308.33839,395.90698
61.38193,-69.52658,-9.60534,46.85411,107.47198,167.02036,231.98208,308.60712,396.02312
61.40238,-69.48225,-10.25066,47.0849,108.91385,166.67771,232.00958,308.5852,396.01437
61.42282,-70.65019,-10.19439,48.24594,107.38521,166.89417,231.85911,308.55111,395.89375
61.44327,-69.87746,-10.77939,48.09635,108.65073,166.88068,232.00958,308.47215,395.68708
61.46372,-70.75033,-10.89931,47.25432,107.42995,167.16557,232.0549,308.41349,395.95844
61.48416,-69.8132,-9.85641,48.44526,108.75698,166.78865,231.93167,308.52747,395.8899
61.50461,-69.53173,-9.20997,46.34656,108.55615,166.73604,232.10135,308.25781,395.90229
61.52505,-69.2538,-9.76855,48.15448,106.79589,166.79995,232.19052,308.62308,395.71844
61.5455,-70.8304,-9.83367,48.41219,108.04797,166.37667,231.92885,308.43519,395.70969
61.56595,-69.9288,-11.56371,47.67734,108.5224,166.83615,232.00958,308.48895,395.91062
